id,backend_id,title,level,slug,paid
2668,2829,Find Latest Salaries,1,find-latest-salaries,1
2669,2830,Count Artist Occurrences On Spotify Ranking List,1,count-artist-occurrences-on-spotify-ranking-list,1
2670,2777,Find the Distinct Difference Array,1,find-the-distinct-difference-array,0
2671,2778,Frequency Tracker,2,frequency-tracker,0
2672,2779,Number of Adjacent Elements With the Same Color,2,number-of-adjacent-elements-with-the-same-color,0
2673,2780,Make Costs of Paths Equal in a Binary Tree,2,make-costs-of-paths-equal-in-a-binary-tree,0
2674,2835,Split a Circular Linked List,2,split-a-circular-linked-list,1
2675,2769,Array of Objects to Matrix,3,array-of-objects-to-matrix,1
2676,2771,Throttle,2,throttle,1
2677,2798,Chunk Array,1,chunk-array,0
2678,2727,Number of Senior Citizens,1,number-of-senior-citizens,0
2679,2728,Sum in a Matrix,2,sum-in-a-matrix,0
2680,2730,Maximum OR,2,maximum-or,0
2681,2784,Power of Heroes,3,power-of-heroes,0
2682,2791,Find the Losers of the Circular Game,1,find-the-losers-of-the-circular-game,0
2683,2792,Neighboring Bitwise XOR,2,neighboring-bitwise-xor,0
2684,2794,Maximum Number of Moves in a Grid,2,maximum-number-of-moves-in-a-grid,0
2685,2793,Count the Number of Complete Components,2,count-the-number-of-complete-components,0
2686,2840,Immediate Food Delivery III,2,immediate-food-delivery-iii,1
2687,2841,Bikes Last Time Used ,1,bikes-last-time-used,1
2688,2842,Find Active Users,2,find-active-users,1
2689,2843,Extract Kth Character From The Rope Tree,1,extract-kth-character-from-the-rope-tree,1
2690,2772,Infinite Method Object,1,infinite-method-object,1
2691,2773,Immutability Helper,3,immutability-helper,1
2692,2776,Make Object Immutable,2,make-object-immutable,1
2693,2790,Call Function with Custom Context,2,call-function-with-custom-context,0
2694,2797,Event Emitter,2,event-emitter,0
2695,2805,Array Wrapper,1,array-wrapper,0
2696,2800,Minimum String Length After Removing Substrings,1,minimum-string-length-after-removing-substrings,0
2697,2816,Lexicographically Smallest Palindrome,1,lexicographically-smallest-palindrome,0
2698,2802,Find the Punishment Number of an Integer,2,find-the-punishment-number-of-an-integer,0
2699,2803,Modify Graph Edge Weights,3,modify-graph-edge-weights,0
2700,2774,Differences Between Two Objects,2,differences-between-two-objects,1
2701,2853,Consecutive Transactions with Increasing Amounts,3,consecutive-transactions-with-increasing-amounts,1
2702,2729,Minimum Operations to Make Numbers Non-positive,3,minimum-operations-to-make-numbers-non-positive,1
2703,2820,Return Length of Arguments Passed,1,return-length-of-arguments-passed,0
2704,2813,To Be Or Not To Be,1,to-be-or-not-to-be,0
2705,2804,Compact Object,2,compact-object,0
2706,2756,Buy Two Chocolates,1,buy-two-chocolates,0
2707,2755,Extra Characters in a String,2,extra-characters-in-a-string,0
2708,2754,Maximum Strength of a Group,2,maximum-strength-of-a-group,0
2709,2827,Greatest Common Divisor Traversal,3,greatest-common-divisor-traversal,0
2710,2819,Remove Trailing Zeros From a String,1,remove-trailing-zeros-from-a-string,0
2711,2801,Difference of Number of Distinct Values on Diagonals,2,difference-of-number-of-distinct-values-on-diagonals,0
2712,2817,Minimum Cost to Make All Characters Equal,2,minimum-cost-to-make-all-characters-equal,0
2713,2818,Maximum Strictly Increasing Cells in a Matrix,3,maximum-strictly-increasing-cells-in-a-matrix,0
2714,2865,Find Shortest Path with K Hops,3,find-shortest-path-with-k-hops,1
2715,2821,Timeout Cancellation,1,timeout-cancellation,0
2716,2825,Minimize String Length,1,minimize-string-length,0
2717,2785,Semi-Ordered Permutation,1,semi-ordered-permutation,0
2718,2838,Sum of Matrix After Queries,2,sum-of-matrix-after-queries,0
2719,2757,Count of Integers,3,count-of-integers,0
2720,2874,Popularity Percentage,3,popularity-percentage,1
2721,2807,Execute Asynchronous Functions in Parallel,2,execute-asynchronous-functions-in-parallel,0
2722,2858,Join Two Arrays by ID,2,join-two-arrays-by-id,0
2723,2859,Add Two Promises,1,add-two-promises,0
2724,2860,Sort By,1,sort-by,0
2725,2862,Interval Cancellation,1,interval-cancellation,0
2726,2863,Calculator with Method Chaining,1,calculator-with-method-chaining,0
2727,2864,Is Object Empty,1,is-object-empty,0
2728,2875,Count Houses in a Circular Street,1,count-houses-in-a-circular-street,1
2729,2824,Check if The Number is Fascinating,1,check-if-the-number-is-fascinating,0
2730,2786,Find the Longest Semi-Repetitive Substring,2,find-the-longest-semi-repetitive-substring,0
2731,2787,Movement of Robots,2,movement-of-robots,0
2732,2826,Find a Good Subset of the Matrix,3,find-a-good-subset-of-the-matrix,0
2733,2836,Neither Minimum nor Maximum,1,neither-minimum-nor-maximum,0
2734,2828,Lexicographically Smallest String After Substring Operation,2,lexicographically-smallest-string-after-substring-operation,0
2735,2810,Collecting Chocolates,2,collecting-chocolates,0
2736,2839,Maximum Sum Queries,3,maximum-sum-queries,0
2737,2880,Find the Closest Marked Node,2,find-the-closest-marked-node,1
2738,2885,Count Occurrences in Text,2,count-occurrences-in-text,1
2739,2857,Total Distance Traveled,1,total-distance-traveled,0
2740,2845,Find the Value of the Partition,2,find-the-value-of-the-partition,0
2741,2848,Special Permutations,2,special-permutations,0
2742,2808,Painting the Walls,3,painting-the-walls,0
2743,2890,Count Substrings Without Repeating Character,2,count-substrings-without-repeating-character,1
2744,2847,Find Maximum Number of String Pairs,1,find-maximum-number-of-string-pairs,0
2745,2850,Construct the Longest New String,2,construct-the-longest-new-string,0
2746,2854,Decremental String Concatenation,2,decremental-string-concatenation,0
2747,2833,Count Zero Request Servers,2,count-zero-request-servers,0
2748,2831,Number of Beautiful Pairs,1,number-of-beautiful-pairs,0
2749,2837,Minimum Operations to Make the Integer Zero,2,minimum-operations-to-make-the-integer-zero,0
2750,2867,Ways to Split Array Into Good Subarrays,2,ways-to-split-array-into-good-subarrays,0
2751,2846,Robot Collisions,3,robot-collisions,0
2752,2852,Customers with Maximum Number of Transactions on Consecutive Days,3,customers-with-maximum-number-of-transactions-on-consecutive-days,1
2753,2897,Count Houses in a Circular Street II,3,count-houses-in-a-circular-street-ii,1
2754,2770,Bind Function to Context,2,bind-function-to-context,1
2755,2795,Deep Merge of Two Objects,2,deep-merge-of-two-objects,1
2756,2806,Query Batching,3,query-batching,1
2757,2814,Generate Circular Array Values,2,generate-circular-array-values,1
2758,2822,Next Day,1,next-day,1
2759,2851,Convert JSON String to Object,3,convert-json-string-to-object,1
2760,2866,Longest Even Odd Subarray With Threshold,1,longest-even-odd-subarray-with-threshold,0
2761,2873,Prime Pairs With Target Sum,2,prime-pairs-with-target-sum,0
2762,2868,Continuous Subarrays,2,continuous-subarrays,0
2763,2849,Sum of Imbalance Numbers of All Subarrays,3,sum-of-imbalance-numbers-of-all-subarrays,0
2764,2918,Is Array a Preorder of Some ‌Binary Tree,2,is-array-a-preorder-of-some-binary-tree,1
2765,2870,Longest Alternating Subarray,1,longest-alternating-subarray,0
2766,2834,Relocate Marbles,2,relocate-marbles,0
2767,2883,Partition String Into Minimum Beautiful Substrings,2,partition-string-into-minimum-beautiful-substrings,0
2768,2889,Number of Black Blocks,2,number-of-black-blocks,0
2769,2812,Find the Maximum Achievable Number,1,find-the-maximum-achievable-number,0
2770,2855,Maximum Number of Jumps to Reach the Last Index,2,maximum-number-of-jumps-to-reach-the-last-index,0
2771,2869,Longest Non-decreasing Subarray From Two Arrays,2,longest-non-decreasing-subarray-from-two-arrays,0
2772,2878,Apply Operations to Make All Array Elements Equal to Zero,2,apply-operations-to-make-all-array-elements-equal-to-zero,0
2773,2944,Height of Special Binary Tree,2,height-of-special-binary-tree,1
2774,2768,Array Upper Bound,1,array-upper-bound,1
2775,2781,Undefined to Null,2,undefined-to-null,1
2776,2782,Convert Callback Based Function to Promise Based Function,2,convert-callback-based-function-to-promise-based-function,1
2777,2799,Date Range Generator,2,date-range-generator,1
2778,2844,Sum of Squares of Special Elements ,1,sum-of-squares-of-special-elements,0
2779,2891,Maximum Beauty of an Array After Applying Operation,2,maximum-beauty-of-an-array-after-applying-operation,0
2780,2888,Minimum Index of a Valid Split,2,minimum-index-of-a-valid-split,0
2781,2884,Length of the Longest Valid Substring,3,length-of-the-longest-valid-substring,0
2782,2995,Number of Unique Categories,2,number-of-unique-categories,1
2783,3002,Flight Occupancy and Waitlist Analysis,2,flight-occupancy-and-waitlist-analysis,1
2784,2892,Check if Array is Good,1,check-if-array-is-good,0
2785,2887,Sort Vowels in a String,2,sort-vowels-in-a-string,0
2786,2893,Visit Array Positions to Maximize Score,2,visit-array-positions-to-maximize-score,0
2787,2882,Ways to Express an Integer as Sum of Powers,2,ways-to-express-an-integer-as-sum-of-powers,0
2788,2881,Split Strings by Separator,1,split-strings-by-separator,0
2789,2872,Largest Element in an Array after Merge Operations,2,largest-element-in-an-array-after-merge-operations,0
2790,2919,Maximum Number of Groups With Increasing Length,3,maximum-number-of-groups-with-increasing-length,0
2791,2905,Count Paths That Can Form a Palindrome in a Tree,3,count-paths-that-can-form-a-palindrome-in-a-tree,0
2792,3016,Count Nodes That Are Great Enough,3,count-nodes-that-are-great-enough,1
2793,3003,Status of Flight Tickets,3,status-of-flight-tickets,1
2794,2861,Create Object from Two Arrays,1,create-object-from-two-arrays,1
2795,2898,Parallel Execution of Promises for Individual Results Retrieval,2,parallel-execution-of-promises-for-individual-results-retrieval,1
2796,2899,Repeat String,1,repeat-string,1
2797,2900,Partial Function with Placeholders,1,partial-function-with-placeholders,1
2798,2876,Number of Employees Who Met the Target,1,number-of-employees-who-met-the-target,0
2799,2856,Count Complete Subarrays in an Array,2,count-complete-subarrays-in-an-array,0
2800,2877,Shortest String That Contains Three Strings,2,shortest-string-that-contains-three-strings,0
2801,2921,Count Stepping Numbers in Range,3,count-stepping-numbers-in-range,0
2802,3030,Find The K-th Lucky Number,2,find-the-k-th-lucky-number,1
2803,2901,Factorial Generator,1,factorial-generator,1
2804,2907,Array Prototype ForEach,1,array-prototype-foreach,1
2805,2908,Custom Interval,2,custom-interval,1
2806,2955,Account Balance After Rounded Purchase,1,account-balance-after-rounded-purchase,0
2807,2903,Insert Greatest Common Divisors in Linked List,2,insert-greatest-common-divisors-in-linked-list,0
2808,2920,Minimum Seconds to Equalize a Circular Array,2,minimum-seconds-to-equalize-a-circular-array,0
2809,2952,Minimum Time to Make Array Sum At Most x,3,minimum-time-to-make-array-sum-at-most-x,0
2810,2886,Faulty Keyboard,1,faulty-keyboard,0
2811,2916,Check if it is Possible to Split Array,2,check-if-it-is-possible-to-split-array,0
2812,2914,Find the Safest Path in a Grid,2,find-the-safest-path-in-a-grid,0
2813,2894,Maximum Elegance of a K-Length Subsequence,3,maximum-elegance-of-a-k-length-subsequence,0
2814,3043,Minimum Time Takes to Reach Destination Without Drowning,3,minimum-time-takes-to-reach-destination-without-drowning,1
2815,2902,Max Pair Sum in an Array,1,max-pair-sum-in-an-array,0
2816,2871,Double a Number Represented as a Linked List,2,double-a-number-represented-as-a-linked-list,0
2817,3000,Minimum Absolute Difference Between Elements With Constraint,2,minimum-absolute-difference-between-elements-with-constraint,0
2818,3001,Apply Operations to Maximize Score,3,apply-operations-to-maximize-score,0
2819,3077,Minimum Relative Loss After Buying Chocolates,3,minimum-relative-loss-after-buying-chocolates,1
2820,3078,Election Results,2,election-results,1
2821,2909,Delay the Resolution of Each Promise,2,delay-the-resolution-of-each-promise,1
2822,2925,Inversion of Object,1,inversion-of-object,1
2823,2912,Deep Object Filter,2,deep-object-filter,1
2824,2917,Count Pairs Whose Sum is Less than Target,1,count-pairs-whose-sum-is-less-than-target,0
2825,3018,Make String a Subsequence Using Cyclic Increments,2,make-string-a-subsequence-using-cyclic-increments,0
2826,2904,Sorting Three Groups,2,sorting-three-groups,0
2827,3017,Number of Beautiful Integers in the Range,3,number-of-beautiful-integers-in-the-range,0
2828,2977,Check if a String Is an Acronym of Words,1,check-if-a-string-is-an-acronym-of-words,0
2829,2811,Determine the Minimum Sum of a k-avoiding Array,2,determine-the-minimum-sum-of-a-k-avoiding-array,0
2830,2979,Maximize the Profit as the Salesman,2,maximize-the-profit-as-the-salesman,0
2831,2832,Find the Longest Equal Subarray,2,find-the-longest-equal-subarray,0
2832,3088,Maximal Range That Each Element Is Maximum in It,2,maximal-range-that-each-element-is-maximum-in-it,1
2833,3019,Furthest Point From Origin,1,furthest-point-from-origin,0
2834,3026,Find the Minimum Possible Sum of a Beautiful Array,2,find-the-minimum-possible-sum-of-a-beautiful-array,0
2835,3025,Minimum Operations to Form Subsequence With Target Sum,3,minimum-operations-to-form-subsequence-with-target-sum,0
2836,3032,Maximize Value of Function in a Ball Passing Game,3,maximize-value-of-function-in-a-ball-passing-game,0
2837,3097,Total Traveled Distance,1,total-traveled-distance,1
2838,3101,Maximum Coins Heroes Can Collect,2,maximum-coins-heroes-can-collect,1
2839,2999,Check if Strings Can be Made Equal With Operations I,1,check-if-strings-can-be-made-equal-with-operations-i,0
2840,2978,Check if Strings Can be Made Equal With Operations II,2,check-if-strings-can-be-made-equal-with-operations-ii,0
2841,2954,Maximum Sum of Almost Unique Subarray,2,maximum-sum-of-almost-unique-subarray,0
2842,3057,Count K-Subsequences of a String With Maximum Beauty,3,count-k-subsequences-of-a-string-with-maximum-beauty,0
2843,2998,  Count Symmetric Integers,1,count-symmetric-integers,0
2844,3046,Minimum Operations to Make a Special Number,2,minimum-operations-to-make-a-special-number,0
2845,2915,Count of Interesting Subarrays,2,count-of-interesting-subarrays,0
2846,3079,Minimum Edge Weight Equilibrium Queries in a Tree,3,minimum-edge-weight-equilibrium-queries-in-a-tree,0
2847,3111,Smallest Number With Given Digit Product,2,smallest-number-with-given-digit-product,1
2848,3034,Points That Intersect With Cars,1,points-that-intersect-with-cars,0
2849,3056,Determine if a Cell Is Reachable at a Given Time,2,determine-if-a-cell-is-reachable-at-a-given-time,0
2850,3092,Minimum Moves to Spread Stones Over Grid,2,minimum-moves-to-spread-stones-over-grid,0
2851,3024,String Transformation,3,string-transformation,0
2852,3148,Sum of Remoteness of All Cells,2,sum-of-remoteness-of-all-cells,1
2853,3155,Highest Salaries Difference,1,highest-salaries-difference,1
2854,3156,Rolling Average Steps,2,rolling-average-steps,1
2855,3045,Minimum Right Shifts to Sort the Array,1,minimum-right-shifts-to-sort-the-array,0
2856,3081,Minimum Array Length After Pair Removals,2,minimum-array-length-after-pair-removals,0
2857,2953,Count Pairs of Points With Distance k,2,count-pairs-of-points-with-distance-k,0
2858,3105,Minimum Edge Reversals So Every Node Is Reachable,3,minimum-edge-reversals-so-every-node-is-reachable,0
2859,3093,Sum of Values at Indices With K Set Bits,1,sum-of-values-at-indices-with-k-set-bits,0
2860,3104,Happy Students,2,happy-students,0
2861,3095,Maximum Number of Alloys,2,maximum-number-of-alloys,0
2862,3047,Maximum Element-Sum of a Complete Subset of Indices,3,maximum-element-sum-of-a-complete-subset-of-indices,0
2863,3158,Maximum Length of Semi-Decreasing Subarrays,2,maximum-length-of-semi-decreasing-subarrays,1
2864,3055,Maximum Odd Binary Number,1,maximum-odd-binary-number,0
2865,3114,Beautiful Towers I,2,beautiful-towers-i,0
2866,3113,Beautiful Towers II,2,beautiful-towers-ii,0
2867,3112,Count Valid Paths in a Tree,3,count-valid-paths-in-a-tree,0
2868,3173,The Wording Game,3,the-wording-game,1
2869,3044,Minimum Operations to Collect Elements,1,minimum-operations-to-collect-elements,0
2870,3094,Minimum Number of Operations to Make Array Empty,2,minimum-number-of-operations-to-make-array-empty,0
2871,3080,Split Array Into Maximum Number of Subarrays,2,split-array-into-maximum-number-of-subarrays,0
2872,3058,Maximum Number of K-Divisible Components,3,maximum-number-of-k-divisible-components,0
2873,3154,Maximum Value of an Ordered Triplet I,1,maximum-value-of-an-ordered-triplet-i,0
2874,3152,Maximum Value of an Ordered Triplet II,2,maximum-value-of-an-ordered-triplet-ii,0
2875,3141,Minimum Size Subarray in Infinite Array,2,minimum-size-subarray-in-infinite-array,0
2876,3140,Count Visited Nodes in a Directed Graph,3,count-visited-nodes-in-a-directed-graph,0
2877,3062,Create a DataFrame from List,1,create-a-dataframe-from-list,0
2878,3076,Get the Size of a DataFrame,1,get-the-size-of-a-dataframe,0
2879,3065,Display the First Three Rows,1,display-the-first-three-rows,0
2880,3074,Select Data,1,select-data,0
2881,3066,Create a New Column,1,create-a-new-column,0
2882,3071,Drop Duplicate Rows,1,drop-duplicate-rows,0
2883,3075,Drop Missing Data,1,drop-missing-data,0
2884,3067,Modify Columns,1,modify-columns,0
2885,3068,Rename Columns,1,rename-columns,0
2886,3069,Change Data Type,1,change-data-type,0
2887,3070,Fill Missing Data,1,fill-missing-data,0
2888,3064,Reshape Data: Concatenate,1,reshape-data-concatenate,0
2889,3072,Reshape Data: Pivot,1,reshape-data-pivot,0
2890,3073,Reshape Data: Melt,1,reshape-data-melt,0
2891,3063,Method Chaining,1,method-chaining,0
2892,3177,Minimizing Array After Replacing Pairs With Their Product,2,minimizing-array-after-replacing-pairs-with-their-product,1
2893,3160,Calculate Orders Within Each Interval,2,calculate-orders-within-each-interval,1
2894,3172,Divisible and Non-divisible Sums Difference,1,divisible-and-non-divisible-sums-difference,0
2895,3151,Minimum Processing Time,2,minimum-processing-time,0
2896,3033,Apply Operations to Make Two Strings Equal,2,apply-operations-to-make-two-strings-equal,0
2897,3153,Apply Operations on Array to Maximize Sum of Squares,3,apply-operations-on-array-to-maximize-sum-of-squares,0
2898,3182,Maximum Linear Stock Score,2,maximum-linear-stock-score,1
2899,3164,Last Visited Integers,1,last-visited-integers,0
2900,3143,Longest Unequal Adjacent Groups Subsequence I,1,longest-unequal-adjacent-groups-subsequence-i,0
2901,3142,Longest Unequal Adjacent Groups Subsequence II,2,longest-unequal-adjacent-groups-subsequence-ii,0
2902,3091,Count of Sub-Multisets With Bounded Sum,3,count-of-sub-multisets-with-bounded-sum,0
2903,3165,Find Indices With Index and Value Difference I,1,find-indices-with-index-and-value-difference-i,0
2904,3150,Shortest and Lexicographically Smallest Beautiful String,2,shortest-and-lexicographically-smallest-beautiful-string,0
2905,3170,Find Indices With Index and Value Difference II,2,find-indices-with-index-and-value-difference-ii,0
2906,3031,Construct Product Matrix,2,construct-product-matrix,0
2907,3187,Maximum Profitable Triplets With Increasing Prices I,2,maximum-profitable-triplets-with-increasing-prices-i,1
2908,3176,Minimum Sum of Mountain Triplets I,1,minimum-sum-of-mountain-triplets-i,0
2909,3186,Minimum Sum of Mountain Triplets II,2,minimum-sum-of-mountain-triplets-ii,0
2910,3166,Minimum Number of Groups to Create a Valid Assignment,2,minimum-number-of-groups-to-create-a-valid-assignment,0
2911,2879,Minimum Changes to Make K Semi-palindromes,3,minimum-changes-to-make-k-semi-palindromes,0
2912,3198,Number of Ways to Reach Destination in the Grid,3,number-of-ways-to-reach-destination-in-the-grid,1
2913,3163,Subarrays Distinct Element Sum of Squares I,1,subarrays-distinct-element-sum-of-squares-i,0
2914,3174,Minimum Number of Changes to Make Binary String Beautiful,2,minimum-number-of-changes-to-make-binary-string-beautiful,0
2915,3106,Length of the Longest Subsequence That Sums to Target,2,length-of-the-longest-subsequence-that-sums-to-target,0
2916,3139,Subarrays Distinct Element Sum of Squares II,3,subarrays-distinct-element-sum-of-squares-ii,0
2917,3183,Find the K-or of an Array,1,find-the-k-or-of-an-array,0
2918,3171,Minimum Equal Sum of Two Arrays After Replacing Zeros,2,minimum-equal-sum-of-two-arrays-after-replacing-zeros,0
2919,3178,Minimum Increment Operations to Make Array Beautiful,2,minimum-increment-operations-to-make-array-beautiful,0
2920,3179,Maximum Points After Collecting Coins From All Nodes,3,maximum-points-after-collecting-coins-from-all-nodes,0
2921,3204,Maximum Profitable Triplets With Increasing Prices II,3,maximum-profitable-triplets-with-increasing-prices-ii,1
2922,3205,Market Analysis III,2,market-analysis-iii,1
2923,3188,Find Champion I,1,find-champion-i,0
2924,3189,Find Champion II,2,find-champion-ii,0
2925,3191,Maximum Score After Applying Operations on a Tree,2,maximum-score-after-applying-operations-on-a-tree,0
2926,3184,Maximum Balanced Subsequence Sum,3,maximum-balanced-subsequence-sum,0
2927,3216,Distribute Candies Among Children III,3,distribute-candies-among-children-iii,1
2928,3199,Distribute Candies Among Children I,1,distribute-candies-among-children-i,0
2929,3201,Distribute Candies Among Children II,2,distribute-candies-among-children-ii,0
2930,3200,Number of Strings Which Can Be Rearranged to Contain Substring,2,number-of-strings-which-can-be-rearranged-to-contain-substring,0
2931,3107,Maximum Spending After Buying Items,3,maximum-spending-after-buying-items,0
2932,3193,Maximum Strong Pair XOR I,1,maximum-strong-pair-xor-i,0
2933,3202,High-Access Employees,2,high-access-employees,0
2934,3190,Minimum Operations to Maximize Last Elements in Arrays,2,minimum-operations-to-maximize-last-elements-in-arrays,0
2935,3197,Maximum Strong Pair XOR II,3,maximum-strong-pair-xor-ii,0
2936,3222,Number of Equal Numbers Blocks,2,number-of-equal-numbers-blocks,1
2937,3207,Make Three Strings Equal,1,make-three-strings-equal,0
2938,3195,Separate Black and White Balls,2,separate-black-and-white-balls,0
2939,3192,Maximum Xor Product,2,maximum-xor-product,0
2940,3181,Find Building Where Alice and Bob Can Meet,3,find-building-where-alice-and-bob-can-meet,0
2941,3232,Maximum GCD-Sum of a Subarray,3,maximum-gcd-sum-of-a-subarray,1
2942,3194,Find Words Containing Character,1,find-words-containing-character,0
2943,3214,Maximize Area of Square Hole in Grid,2,maximize-area-of-square-hole-in-grid,0
2944,3209,Minimum Number of Coins for Fruits,2,minimum-number-of-coins-for-fruits,0
2945,3211,Find Maximum Non-decreasing Array Length,3,find-maximum-non-decreasing-array-length,0
2946,3215,Matrix Similarity After Cyclic Shifts,1,matrix-similarity-after-cyclic-shifts,0
2947,3210,Count Beautiful Substrings I,2,count-beautiful-substrings-i,0
2948,3219,Make Lexicographically Smallest Array by Swapping Elements,2,make-lexicographically-smallest-array-by-swapping-elements,0
2949,3208,Count Beautiful Substrings II,3,count-beautiful-substrings-ii,0
2950,3237,Number of Divisible Substrings,2,number-of-divisible-substrings,1
2951,3221,Find the Peaks,1,find-the-peaks,0
2952,3231,Minimum Number of Coins to be Added,2,minimum-number-of-coins-to-be-added,0
2953,3223,Count Complete Substrings,3,count-complete-substrings,0
2954,3224,Count the Number of Infection Sequences,3,count-the-number-of-infection-sequences,0
2955,3247,Number of Same-End Substrings,2,number-of-same-end-substrings,1
2956,3206,Find Common Elements Between Two Arrays,1,find-common-elements-between-two-arrays,0
2957,3230,Remove Adjacent Almost-Equal Characters,2,remove-adjacent-almost-equal-characters,0
2958,3225,Length of Longest Subarray With at Most K Frequency,2,length-of-longest-subarray-with-at-most-k-frequency,0
2959,3217,Number of Possible Sets of Closing Branches,3,number-of-possible-sets-of-closing-branches,0
2960,3220,Count Tested Devices After Test Operations,1,count-tested-devices-after-test-operations,0
2961,3234,Double Modular Exponentiation,2,double-modular-exponentiation,0
2962,3213,Count Subarrays Where Max Element Appears at Least K Times,2,count-subarrays-where-max-element-appears-at-least-k-times,0
2963,3212,Count the Number of Good Partitions,3,count-the-number-of-good-partitions,0
2964,3254,Number of Divisible Triplet Sums,2,number-of-divisible-triplet-sums,1
2965,3227,Find Missing and Repeated Values,1,find-missing-and-repeated-values,0
2966,3241,Divide Array Into Arrays With Max Difference,2,divide-array-into-arrays-with-max-difference,0
2967,3229,Minimum Cost to Make Array Equalindromic,2,minimum-cost-to-make-array-equalindromic,0
2968,3196,Apply Operations to Maximize Frequency Score,3,apply-operations-to-maximize-frequency-score,0
2969,3268,Minimum Number of Coins for Fruits II,3,minimum-number-of-coins-for-fruits-ii,1
2970,3252,Count the Number of Incremovable Subarrays I,1,count-the-number-of-incremovable-subarrays-i,0
2971,3262,Find Polygon With the Largest Perimeter,2,find-polygon-with-the-largest-perimeter,0
2972,3248,Count the Number of Incremovable Subarrays II,3,count-the-number-of-incremovable-subarrays-ii,0
2973,3218,Find Number of Coins to Place in Tree Nodes,3,find-number-of-coins-to-place-in-tree-nodes,0
2974,3226,Minimum Number Game,1,minimum-number-game,0
2975,3250,Maximum Square Area by Removing Fences From a Field,2,maximum-square-area-by-removing-fences-from-a-field,0
2976,3235,Minimum Cost to Convert String I,2,minimum-cost-to-convert-string-i,0
2977,3238,Minimum Cost to Convert String II,3,minimum-cost-to-convert-string-ii,0
2978,3253,Symmetric Coordinates,2,symmetric-coordinates,1
2979,3273,Most Expensive Item That Can Not Be Bought,2,most-expensive-item-that-can-not-be-bought,1
2980,3246,Check if Bitwise OR Has Trailing Zeros,1,check-if-bitwise-or-has-trailing-zeros,0
2981,3267,Find Longest Special Substring That Occurs Thrice I,2,find-longest-special-substring-that-occurs-thrice-i,0
2982,3266,Find Longest Special Substring That Occurs Thrice II,2,find-longest-special-substring-that-occurs-thrice-ii,0
2983,3203,Palindrome Rearrangement Queries,3,palindrome-rearrangement-queries,0
2984,3281,Find Peak Calling Hours for Each City,2,find-peak-calling-hours-for-each-city,1
2985,3282,Calculate Compressed Mean,1,calculate-compressed-mean,1
2986,3283,Find Third Transaction,2,find-third-transaction,1
2987,3284,Find Expensive Cities,1,find-expensive-cities,1
2988,3285,Manager of the Largest Department,2,manager-of-the-largest-department,1
2989,3286,Class Performance,2,class-performance,1
2990,3287,Loan Types,1,loan-types,1
2991,3288,Top Three Wineries ,3,top-three-wineries,1
2992,3294,Number of Self-Divisible Permutations,2,number-of-self-divisible-permutations,1
2993,3300,Friday Purchases I,2,friday-purchases-i,1
2994,3301,Friday Purchases II ,3,friday-purchases-ii,1
2995,3302,Viewers Turned Streamers,3,viewers-turned-streamers,1
2996,3236,Smallest Missing Integer Greater Than Sequential Prefix Sum,1,smallest-missing-integer-greater-than-sequential-prefix-sum,0
2997,3249,Minimum Number of Operations to Make Array XOR Equal to K,2,minimum-number-of-operations-to-make-array-xor-equal-to-k,0
2998,3239,Minimum Number of Operations to Make X and Y Equal,2,minimum-number-of-operations-to-make-x-and-y-equal,0
2999,3243,Count the Number of Powerful Integers,3,count-the-number-of-powerful-integers,0
3000,3251,Maximum Area of Longest Diagonal Rectangle,1,maximum-area-of-longest-diagonal-rectangle,0
3001,3270,Minimum Moves to Capture The Queen,2,minimum-moves-to-capture-the-queen,0
3002,3228,Maximum Size of a Set After Removals,2,maximum-size-of-a-set-after-removals,0
3003,3233,Maximize the Number of Partitions After Operations,3,maximize-the-number-of-partitions-after-operations,0
3004,3304,Maximum Subtree of the Same Color,2,maximum-subtree-of-the-same-color,1
3005,3242,Count Elements With Maximum Frequency,1,count-elements-with-maximum-frequency,0
3006,3245,Find Beautiful Indices in the Given Array I,2,find-beautiful-indices-in-the-given-array-i,0
3007,3240,Maximum Number That Sum of the Prices Is Less Than or Equal to K,2,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,0
3008,3303,Find Beautiful Indices in the Given Array II,3,find-beautiful-indices-in-the-given-array-ii,0
3009,3315,Maximum Number of Intersections on the Chart,3,maximum-number-of-intersections-on-the-chart,1
3010,3263,Divide an Array Into Subarrays With Minimum Cost I,1,divide-an-array-into-subarrays-with-minimum-cost-i,0
3011,3291,Find if Array Can Be Sorted,2,find-if-array-can-be-sorted,0
3012,3244,Minimize Length of Array Using Operations,2,minimize-length-of-array-using-operations,0
3013,3260,Divide an Array Into Subarrays With Minimum Cost II,3,divide-an-array-into-subarrays-with-minimum-cost-ii,0
3014,3275,Minimum Number of Pushes to Type Word I,1,minimum-number-of-pushes-to-type-word-i,0
3015,3271,Count the Number of Houses at a Certain Distance I,2,count-the-number-of-houses-at-a-certain-distance-i,0
3016,3276,Minimum Number of Pushes to Type Word II,2,minimum-number-of-pushes-to-type-word-ii,0
3017,3310,Count the Number of Houses at a Certain Distance II,3,count-the-number-of-houses-at-a-certain-distance-ii,0
3018,3323,Maximum Number of Removal Queries That Can Be Processed I,3,maximum-number-of-removal-queries-that-can-be-processed-i,1
3019,3312,Number of Changing Keys,1,number-of-changing-keys,0
